-1,업종명,업소명,주소,전화번호,위도,경도,웹페이지,가격대,메뉴,평점 ,별점1,,별점2,리뷰2,별점3,리뷰3,별점4,리뷰4,별점5,리뷰5
231,일반음식점,대하암소한마리, 청주시 흥덕구 월명로13번길 74-2 (복대동 외 1필지(2층)),043-265-3463,,,,,,,,,,,,,,,,
232,일반음식점,대하갈비, 청주시 흥덕구 월명로13번길 74-2 (복대동),043-265-3705,,,,,,,,,,,,,,,,
233,일반음식점,간이역, 청주시 흥덕구 내수동로 24 (복대동),043-265-5572,,,,,,,,,,,,,,,,
234,일반음식점,파타야, 청주시 흥덕구 충대로 14-1  2층 (복대동),043-265-7942,,,,,,,,,,,,,,,,
235,일반음식점,정다운수제숯불갈비, 청주시 흥덕구 봉명로 183 (봉명동 (1층)),043-266-0670,,,,,,,,,,,,,,,,
236,일반음식점,미락숯불갈비, 청주시 흥덕구 복대로 207 (복대동),043-266-0803,,,,,,,,,,,,,,,,
237,일반음식점,뚝심, 청주시 흥덕구 봉명로 176 (봉명동 (1층)),043-266-2023,,,,,,,,,,,,,,,,
238,일반음식점,장수영양촌, 청주시 흥덕구 봉명로142번길 3 (봉명동),043-266-2156,,,,,,,,,,,,,,,,
239,일반음식점,종가집, 청주시 흥덕구 내수동로55번길 10-2 (복대동 외 1필지(1층)),043-266-2274,,,,,,,,,,,,,,,,
240,일반음식점,고려숯불생고기전문, 청주시 흥덕구 봉명로 188 (봉명동 (1층)),043-266-6682,,,,,,,,,,,,,,,,
241,일반음식점,처갓집양념치킨(복대점), 청주시 흥덕구 신율로 127  1층 (복대동),043-266-8259,,,,,,,,,,,,,,,,
242,일반음식점,제부도바지락칼국수, 청주시 흥덕구 복대로 219 (복대동),043-266-8892,,,,,,,,,,,,,,,,
243,일반음식점,천날식당, 청주시 흥덕구 풍산로106번길 5-2  1층 (복대동),043-266-9333,,,,,,,,,,,,,,,,
244,일반음식점,순(SOON)생막창, 청주시 흥덕구 내수동로34번길 3 (복대동),043-266-9448,,,,,,,,,,,,,,,,
245,일반음식점,수호프, 청주시 흥덕구 봉명로 233 (봉명동 (1층)),043-267-1951,,,,,,,,,,,,,,,,
246,일반음식점,우리식당 , 청주시 흥덕구 복대로220번길 17-20 (복대동),043-267-3083,,,,,,,,,,,,,,,,
247,일반음식점,두레생고기, 청주시 흥덕구 월명로34번길 3 (봉명동),043-267-3710,,,,,,,,,,,,,,,,
248,일반음식점,삼익세라믹구이, 청주시 흥덕구 내수동로 38-2 (복대동),043-267-5319,,,,,,,,,,,,,,,,
249,일반음식점,아서원, 청주시 흥덕구 신율로 106  1층 (복대동),043-267-6293,,,,,,,,,,,,,,,,
250,일반음식점,한울마루, 청주시 흥덕구 월명로70번길 5 (봉명동 (1층)),043-267-6545,36.641059,127.454009,https://store.naver.com/restaurants/detail?id=1029692058,8000,가지찜백반 갈치조림 고등어조림,,,,,,,,,,,
251,일반음식점,송가네밥집, 청주시 흥덕구 봉명로 206 (봉명동 (1층)),043-267-9233,36.639697,127.464453,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%86%A1%EA%B0%80%EB%84%A4%EB%B0%A5%EC%A7%91&oquery=%EC%B2%AD%EC%A3%BC %ED%95%9C%EC%9A%B8%EB%A7%88%EB%A3%A8&tqi=UVXhYsp0JXVssMyt6gCssssss5G-068018,10000,석쇠불고기쌈밥 제육볶음쌈밥 짜글이찌개 황태조림 삼겹살,4.2,5,맛있어요,5,너무 맛있어요,5,맛있는것 같다,5,맛있어요,1,맛없어요
252,일반음식점,아리산중화요리, 청주시 흥덕구 내수동로 21  A동 1층 (복대동),043-268-0713,36.633221,127.449993,https://store.naver.com/restaurants/detail?id=32194621,5000,짜장면 홍합짬뽕 삼선우동,,,,,,,,,,,
253,일반음식점,엄마닭발, 청주시 흥덕구 내수동로12번길 6 (복대동  효성아파트 1층 10호),043-268-2633,36.633522,127.448552,https://store.naver.com/restaurants/detail?id=34201134,14000,매운닭발 간장닭발 누룽지탕,,,,,,,,,,,
254,일반음식점,장안닭발통닭, 청주시 흥덕구 내수동로 37  1층 (복대동),043-268-3212,36.632807,127.451465,https://store.naver.com/restaurants/detail?id=1798288214,14000,국물뼈닭발 무뼈닭발 모듬오뎅탕 치킨 모듬튀김,,,,,,,,,,,
255,일반음식점,장어나라, 청주시 흥덕구 풍산로 145 (복대동),043-268-4177,36.62879,127.445838,https://store.naver.com/restaurants/detail?id=36734207,28000,풍천민물장어구이 갈치조림정식 곤드레돌솥밥 버섯전골,,,,,,,,,,,
256,일반음식점,남한산성, 청주시 흥덕구 성봉로237번길 1 (복대동),043-268-5868,36.626171,127.449515,https://store.naver.com/restaurants/detail?id=17783391,10000,소갈비살 목살 생삼겹살 항정살 돼지갈비 돼지고기,,,,,,,,,,,
257,일반음식점,장안갈비, 청주시 흥덕구 풍산로 126 (복대동),043-268-6118,36.62909,127.443868,https://store.naver.com/restaurants/detail?id=17483685,10000,갈비 삼겹살 냉면,,,,,,,,,,,
258,일반음식점,골드워터생맥주전문점, 청주시 흥덕구 봉명로 144 (봉명동),043-268-6596,,,,,,,,,,,,,,,,
259,일반음식점,제일식당, 청주시 흥덕구 봉명로219번길 43 (봉명동),043-268-7740,36.642296,127.465881,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%A0%9C%EC%9D%BC%EC%8B%9D%EB%8B%B9&oquery=%EC%B2%AD%EC%A3%BC %EA%B3%A8%EB%93%9C%EC%9B%8C%ED%84%B0%EC%83%9D%EB%A7%A5%EC%A3%BC%EC%A0%84%EB%AC%B8%EC%A0%90&tqi=UVXNplprvmsssAGWbpZssssssJl-320692,8000,갈비탕 올갱이해장국 삼겹살 등심,,,,,,,,,,,
260,일반음식점,명동식당, 청주시 흥덕구 천석로 56 (봉명동 (1층)),043-268-8320,,,,,,,,,,,,,,,,
261,일반음식점,한미식당, 청주시 흥덕구 월명로13번길 49 (복대동),043-268-9512,36.63559,127.450404,https://store.naver.com/restaurants/detail?id=38621297,6000,김치찌개백반 된장찌개백반 버섯찌개백반 비빔밥 설렁탕 해장국,,,,,,,,,,,
262,일반음식점,석천, 청주시 흥덕구 성봉로 289 (복대동),043-269-2386,36.630972,127.450855,https://store.naver.com/restaurants/detail?id=17481877,29000,아구해물찜 갈비해물전골 갈비해물찜 대구해물뽈찜,,,,,,,,,,,
263,일반음식점,행복한밥상, 청주시 흥덕구 성봉로 293  1층 (복대동),043-269-3453,36.631151,127.451071,https://store.naver.com/restaurants/detail?id=739486815,6000,백반 닭볶음탕 닭백숙,,,,,,,,,,,
264,일반음식점,김밥천국, 청주시 흥덕구 복대로 166 (복대동),043-271-0088,36.631269,127.441039,https://store.naver.com/restaurants/detail?id=1292294721,2000,김밥 비빔밥 김치찌개 오므라이스 우동,,,,,,,,,,,
265,일반음식점,둥지마을왕족발, 청주시 흥덕구 내수동로 34 (복대동),043-271-0924,36.631934,127.450726,https://store.naver.com/restaurants/detail?entry=plt&id=17484671&query=%EB%91%A5%EC%A7%80%EB%A7%88%EC%9D%84%EC%99%95%EC%A1%B1%EB%B0%9C,29000,족발 감자탕,,,,,,,,,,,
266,일반음식점,건방진김밥, 청주시 흥덕구 충대로 2 (복대동),043-271-1103,36.632732,127.453282,https://store.naver.com/restaurants/detail?id=13290697,2000,김밥 육개장 만두국 우동 설렁탕 도가니탕 제육덮밥 떡볶이,,,,,,,,,,,
267,일반음식점,강촌괴산매운탕 , 청주시 흥덕구 신율로118번길 26 (복대동),043-271-2838,,,,,,,,,,,,,,,,
268,일반음식점,한가람, 청주시 흥덕구 신율로 168  1층 (복대동),043-271-6866,,,,,,,,,,,,,,,,
269,일반음식점,스트라우스레스토랑, 청주시 흥덕구 내수동로 43 (복대동),043-271-7100,,,,,,,,,,,,,,,,
270,일반음식점,단골호프, 청주시 흥덕구 월명로34번길 3 (봉명동 (1층)),043-272-2266,,,,,,,,,,,,,,,,
271,일반음식점,김밥세상, 청주시 흥덕구 월명로 3 (복대동 (1층)),043-272-3026,36.634932,127.453004,https://store.naver.com/restaurants/detail?id=1702400514&tab=photo,1500,김밥 된장찌개 김치찌개 순두부찌개 잔치국수 비빔국수 우동 제육덮밥 오므라이스 오징어덮밥,,,,,,,,,,,
272,일반음식점,시골식당, 청주시 흥덕구 천석로 73 (봉명동),043-272-3644,36.642056,127.465205,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%8B%9C%EA%B3%A8%EC%8B%9D%EB%8B%B9&oquery=%EC%B2%AD%EC%A3%BC %EA%B9%80%EB%B0%A5%EC%84%B8%EC%83%81&tqi=UVXmLsprvmZsskgRpGNssssst3C-074321,8000,동태지리탕 동태탕 오징어볶음 제육볶음,,,,,,,,,,,
273,일반음식점,지리산, 청주시 흥덕구 성봉로 299 (복대동),043-272-3685,36.631524,127.45149,https://store.naver.com/restaurants/detail?id=1678643683,13000,모듬전 두루치기,,,,,,,,,,,
274,일반음식점,불꽃식당, 청주시 흥덕구 복대로158번길 15 (복대동),043-272-4844,,,,,,,,,,,,,,,,
275,일반음식점,대구전봇대막창, 청주시 흥덕구 내수동로34번길 4 (복대동),043-272-7112,36.63257,127.451093,https://store.naver.com/restaurants/detail?id=13013083,12000,생막창 양념생왕갈비 고추장삼겹살 오도독살,,,,,,,,,,,
276,일반음식점,쩡이네해장국, 청주시 흥덕구 내수동로 25  1층 (복대동),043-272-7555,36.633177,127.450352,https://store.naver.com/restaurants/detail?id=1218986814,7000,뼈해장국 얼큰이해장국 황태해장국 감자탕 닭볶음탕,,,,,,,,,,,
277,일반음식점,황금냄비, 청주시 흥덕구 내수동로 73 (복대동 (1층)),043-272-9007,36.633124,127.455537,https://store.naver.com/restaurants/detail?id=17485948,3000,황금냄비 치즈냄비 만두냄비 참치볶음밥 새우볶음밥,,,,,,,,,,,
278,일반음식점,교동칼국수, 청주시 흥덕구 성봉로 293-1 (복대동 (1층)),043-273-0412,36.631266,127.451187,https://store.naver.com/restaurants/detail?id=1988459363,3000,칼국수 떡만두국 바지락칼국수,,,,,,,,,,,
279,일반음식점,송학식당, 청주시 흥덕구 천석로78번길 21 (봉명동),043-273-6601,36.642436,127.46677,https://store.naver.com/restaurants/detail?entry=pll&id=61320756&query=%EC%B2%AD%EC%A3%BC%20%EC%86%A1%ED%95%99%EB%A7%9B%EC%A7%91,12000,생삼겹살 갈매기살 돼지갈비,,,,,,,,,,,
280,일반음식점,간이역, 청주시 흥덕구 성봉로 225 (복대동),043-273-8393,36.625186,127.449622,https://store.naver.com/restaurants/detail?id=298930937,14000,술국 간이역세트,,,,,,,,,,,
281,일반음식점,엄복, 청주시 흥덕구 내수동로 24 (복대동),043-273-9209,36.632998,127.450007,https://store.naver.com/restaurants/detail?id=1611144450,29000,명태조림 명태낙지,,,,,,,,,,,
282,일반음식점,연탄구이, 청주시 흥덕구 봉명로 226 (봉명동 (1층)),043-273-9222,,,,,,,,,,,,,,,,
283,일반음식점,비키(VIKI), 청주시 흥덕구 월명로 38 (봉명동 (1층)),043-274-1116,36.638022,127.453672,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%B9%84%ED%82%A4%28VIKI%29&oquery=%EC%B2%AD%EC%A3%BC %EC%97%B0%ED%83%84%EA%B5%AC%EC%9D%B4&tqi=UVXC%2BwprvOsssFj4TvZssssssaC-470033,3000,러시아빵,,,,,,,,,,,
284,일반음식점,산수정쌈밥, 청주시 흥덕구 성봉로 243 (복대동),043-274-1598,36.626925,127.449689,https://store.naver.com/restaurants/detail?id=17482115,8000,쌈밥정식 짜글이찌개 동태찌개,,,,,,,,,,,
285,일반음식점,서울생고기마을, 청주시 흥덕구 내수동로 17 (복대동),043-274-3216,36.633391,127.449565,https://store.naver.com/restaurants/detail?id=17483870,12000,생삼겹살 항정살 돼지갈비 비빔냉면,,,,,,,,,,,
286,일반음식점,청주닭발치킨호프, 청주시 흥덕구 봉명로 150 (봉명동),043-274-3323,,,,,,,,,,,,,,,,
287,일반음식점,Sunny돈까스, 청주시 흥덕구 1순환로512번길 21-3 (봉명동 (1층)),043-274-5525,36.646703,127.463889,https://store.naver.com/restaurants/detail?id=17497942,7000,돈까스 치즈돈까스 유럽돈까스 생선까스,,,,,,,,,,,
288,일반음식점,함가네해장국, 청주시 흥덕구 내수동로 13 (복대동),043-274-5759,36.633596,127.449087,https://store.naver.com/restaurants/detail?id=32194838,8000,짜글이찌개 닭볶음탕 김지팅 김치뼈찜,,,,,,,,,,,
289,일반음식점,간이역, 청주시 흥덕구 봉명로 173 (봉명동),043-274-6425,,,,,,,,,,,,,,,,
290,일반음식점,비비큐(복대점), 청주시 흥덕구 신율로90번길 20 (복대동 (1층)),043-274-9966,36.62644,127.448034,https://store.naver.com/restaurants/detail?entry=plt&id=11799651&query=BBQ%EC%B2%AD%EC%A3%BC%EB%B3%B5%EB%8C%80%EC%A0%90,18000,치킨,,,,,,,,,,,
291,일반음식점,유경회수산, 청주시 흥덕구 신율로118번길 1 (복대동),043-275-0874,36.628139,127.446582,https://store.naver.com/restaurants/detail?id=1039815199,8000,회덮밥 물회 회정식,,,,,,,,,,,
292,일반음식점,새마을상회, 청주시 흥덕구 풍산로148번길 3 (복대동),043-275-0888,,,,,,,,,,,,,,,,
293,일반음식점,닭치고, 청주시 흥덕구 복대로118번길 16  11동 1층 5호 (복대동  삼일아파트상가),043-275-1143,,,,,,,,,,,,,,,,
294,일반음식점,정임토속밥상, 청주시 흥덕구 내수동로 10  1층 1호 (복대동  효성아파트상가),043-275-3452,,,,,,,,,,,,,,,,
295,일반음식점,맛좋은집, 청주시 흥덕구 내수동로 38-4  1층 (복대동),043-275-3578,,,,,,,,,,,,,,,,
296,일반음식점,남산골, 청주시 흥덕구 내수동로 33 (복대동),043-275-6100,,,,,,,,,,,,,,,,
297,일반음식점,호아빈, 청주시 흥덕구 내수동로 53 (복대동 (4층)),043-276-1011,,,,,,,,,,,,,,,,
298,일반음식점,허덕식 만두찐빵, 청주시 흥덕구 성봉로 227 (복대동),043-276-1547,,,,,,,,,,,,,,,,
299,일반음식점,본면옥, 청주시 흥덕구 월명로 29 (봉명동 (1층)),043-277-5325,,,,,,,,,,,,,,,,
300,일반음식점,원생고기, 청주시 흥덕구 풍산로170번길 27 (복대동 (1층)),043-908-4300,36.62705,127.448595,https://store.naver.com/restaurants/detail?id=1614671197,,돼지고기,,,,,,,,,,,
301,일반음식점,내가꼬마김밥이다., 청주시 흥덕구 가경로161번길 23-1 (가경동 (1층)),043-2320-0069,,,,,,,,,,,,,,,,
302,일반음식점,우렁각시, 청주시 흥덕구 신율로111번길 50 (복대동 (지상1층)),043-233-0483,36.6276834,127.4412128,https://store.naver.com/restaurants/detail?id=32194678,7000,한식,,,,,,,,,,,
303,일반음식점,친구포차, 청주시 흥덕구 가경로161번길 7-1 (가경동),043-233-8292,36.6289106,127.4340849,https://store.naver.com/restaurants/detail?id=17413073,,포장마차,,,,,,,,,,,
304,일반음식점,촌골닭갈비THE치킨, 청주시 흥덕구 내수동로 32 (복대동 (1층)),043-263-7025,36.6326167,127.4486233,https://store.naver.com/restaurants/detail?id=17484255,18900,닭갈비,,,,,,,,,,,
305,일반음식점,꿀꿀이장충왕족발보쌈, 청주시 흥덕구 봉명로191번길 15 (봉명동 (1층)),043-264-8383,36.6421745,127.4606063,https://store.naver.com/restaurants/detail?id=1466718081,,족발 보쌈,,,,,,,,,,,
306,일반음식점,처갓집양념치킨, 청주시 흥덕구 봉명로149번길 6 (봉명동 (1층)),043-265-9993,36.6397067,127.456166,https://store.naver.com/restaurants/detail?id=38228889,17000,치킨,,,,,,,,,,,
307,일반음식점,귀족명가, 청주시 흥덕구 내수동로 37-1 (복대동 (1층)),043-272-7112,36.6327907,127.4494215,https://store.naver.com/restaurants/detail?id=32194765,,족발,,,,,,,,,,,
308,일반음식점,청주대짜배기감자탕, 청주시 흥덕구 내수동로 15  1층 (복대동),043-272-8873,36.6334975,127.4471309,https://store.naver.com/restaurants/detail?id=55254125,8000,뼈해장국,,,,,,,,,,,
309,일반음식점,쏠래!, 청주시 흥덕구 복대로158번길 11 (복대동 (1층)),042-236-7172,,,,,,,,,,,,,,,,
310,일반음식점,치킨더홈 청주가경점, 청주시 흥덕구 복대로 102  세원아파트 상가동 2층 203호 (복대동),043-237-9987,36.625926,127.442671,https://store.naver.com/restaurants/detail?id=509297796,18000,치킨 ,,,,,,,,,,,
311,일반음식점,고향왕족발, 청주시 흥덕구 가경로189번길 25-2  1층 (가경동),043-222-3318,36.631374,127.434591,https://store.naver.com/restaurants/detail?id=13464661,26000,족발 보쌈,,,,,,,,,,,
312,일반음식점,즐거워웃는우리집손만두, 청주시 흥덕구 봉명로227번길 27  1층 (봉명동),043-222-9413,36.640949,127.46662,https://store.naver.com/restaurants/detail?id=1063324412,4000,고기손만두 새우손만두 찹쌀찐빵 찹쌀도넛,,,,,,,,,,,
313,일반음식점,바푸리청주가경점, 청주시 흥덕구 가경로 9-12  1층 102  103호 (가경동  디오스프라자투),043-231-0084,36.616683,127.443024,https://bapuri.co.kr/new2/m/main.html,3000,김밥 오징어덮밥 제육덮밥 냉면 짬뽕 볶음밥 만두국 고기만두,,,,,,,,,,,
314,일반음식점,충북송어직판장(복대점), 청주시 흥덕구 복대로 106  상가10동 1층 1호 (복대동),043-231-4439,36.626863,127.442084,https://store.naver.com/restaurants/detail?id=1853271298,4000,송어매운탕 송어초밥 송어비빔회,,,,,,,,,,,
315,일반음식점,광릉불고기, 청주시 흥덕구 복대로 235  1층 (복대동),043-231-4440,36.637403,127.440569,https://store.naver.com/restaurants/detail?id=32194242,19000,돼지숯불고기백반 소숯불고기백반 소돼지숯불고기백반,,,,,,,,,,,
316,일반음식점,정원, 청주시 흥덕구 복대로175번길 9-1  1층 (복대동),043-231-5433,,,,,,,,,,,,,,,,
317,일반음식점,야식집, 청주시 흥덕구 신율로111번길 5  1층 (복대동),043-231-8392,,,,,,,,,,,,,,,,
318,일반음식점,복대반점, 청주시 흥덕구 복대로210번길 10-2 (복대동 (1층)),043-231-9624,36.635191,127.441287,https://store.naver.com/restaurants/detail?id=17474554,5000,짜장면 홍합짬뽕 간짜장 고기짬뽕 매운짬뽕,,,,,,,,,,,
319,일반음식점,유정식당, 청주시 흥덕구 복대로 106  9동 1층 2호 (복대동),043-232-1350,,,,,,,,,,,,,,,,
320,일반음식점,오뚜기포차, 청주시 흥덕구 풍산로128번길 29  1층 (복대동),043-232-1989,36.627732,127.444159,https://store.naver.com/restaurants/detail?id=1072942965,10000,주먹고기 막창 생선구이 짜글이찌개 녹두전 부대찌개 마른안주 김치전 부추전 호박전,,,,,,,,,,,
321,일반음식점,대복칼국수보리밥, 청주시 흥덕구 복대로 102 (복대동  세원아파트 상가 102호(1층)),043-232-5358,36.625898,127.442601,https://store.naver.com/restaurants/detail?id=1902559641,6000,보리밥 칼국수 만두국 고기만두 만두전골 동태찌개,,,,,,,,,,,
322,일반음식점,김이네손칼국수, 청주시 흥덕구 풍산로106번길 3  1층 (복대동),043-232-6978,,,,,,,,,,,,,,,,
323,일반음식점,산마루버섯샤브샤브, 청주시 흥덕구 가경로149번길 27  2층 (가경동),043-232-7001,,,,,,,,,,,,,,,,
324,일반음식점,피자꽁떼 복대동점, 청주시 흥덕구 복대로219번길 28 (복대동 외 3필지(1층)),043-232-7585,,,,,,,,,,,,,,,,
325,일반음식점,오작교, 청주시 흥덕구 복대로 126 (복대동 (1층)),043-232-8001,36.627643,127.441202,https://store.naver.com/restaurants/detail?id=38604791,17000,서해바다해물누룽지탕 동해바다해물짬뽕 어묵꼬치전골 의정부부대찌개,,,,,,,,,,,
326,일반음식점,충주식당, 청주시 흥덕구 신율로179번길 80  1층 (복대동),043-232-9889,,,,,,,,,,,,,,,,
327,일반음식점,밥가게, 청주시 흥덕구 풍산로148번길 72  1층 (복대동),043-232-9922,36.626334,127.443646,https://store.naver.com/restaurants/detail?id=320526274,7000,야채볶음밥 김치볶음밥 참치볶음밥 해물볶음밥 참치김치볶음밥,,,,,,,,,,,
328,일반음식점,야래향숯불양꼬치, 청주시 흥덕구 풍산로 138-1  1층 (복대동),043-233-1108,36.628726,127.445339,https://store.naver.com/restaurants/detail?id=1403877496,13000,양갈비 소막창 돼지막창 양깃머리 오돌뼈,,,,,,,,,,,
329,일반음식점,복고을해장국, 청주시 흥덕구 풍산로 135  1층 (복대동),043-233-1213,36.629086,127.4449,https://store.naver.com/restaurants/detail?id=1673830867,7000,뼈해장국 닭볶음탕 감자탕 불고기 올갱이해장국 선지해장국 김치찌개,,,,,,,,,,,
330,일반음식점,후라이드 참 잘하는집 봉명점, 청주시 흥덕구 천석로46번길 22 (봉명동),043-233-1400,36.639301,127.466797,https://store.naver.com/restaurants/detail?entry=plt&id=1417880310&query=%ED%9B%84%EB%9D%BC%EC%9D%B4%EB%93%9C%EC%B0%B8%EC%9E%98%ED%95%98%EB%8A%94%EC%A7%91%20%EB%B4%89%EB%AA%85%EC%A0%90,14000,치킨,,,,,,,,,,,
331,일반음식점,핑크프로이드, 청주시 흥덕구 내수동로34번길 4 (복대동  (2층)),043-233-2593,36.632606,127.451081,https://store.naver.com/restaurants/detail?id=36688153,15000,마른안주 육포 한치 노가리 과일 모듬야채,,,,,,,,,,,
332,일반음식점,대화소머리왕곰탕, 청주시 흥덕구 신율로103번길 6  1층 (복대동),043-233-3336,36.626661,127.445563,https://store.naver.com/restaurants/detail?id=244678022,8000,곰탕 수육 짜글이찌개,,,,,,,,,,,
333,일반음식점,장강, 청주시 흥덕구 신율로103번길 14  1층 (복대동),043-233-3393,36.626537,127.445236,https://store.naver.com/restaurants/detail?id=38237419,5000,짜장면 짬뽕 매운짜장면 탕수육,,,,,,,,,,,
334,일반음식점,청춘명랑치킨, 청주시 흥덕구 복대로 102  1층 101호 (복대동),043-233-3730,36.625933,127.442678,https://store.naver.com/restaurants/detail?id=1085930447,17000,치킨,,,,,,,,,,,
335,일반음식점,명과일, 청주시 흥덕구 가경로189번길 25-3 (가경동  (1층)),043-233-3999,,,,,,,,,,,,,,,,
336,일반음식점,싱싱회포차, 청주시 흥덕구 풍산로 139-1  1층 (복대동),043-233-6290,36.628945,127.445348,https://store.naver.com/restaurants/detail?id=1633894899,15000,석화 과메기 모듬회,,,,,,,,,,,
337,일반음식점,미소야가경점, 청주시 흥덕구 가경로 9-9  1층 105호 (가경동  그린프라자),043-233-7775,36.616292,127.443312,https://store.naver.com/restaurants/detail?id=12855170,8000,로스카츠 히레카츠 철판돈카츠,,,,,,,,,,,
338,일반음식점,복대영양탕, 청주시 흥덕구 신율로 113  1층 (복대동),043-233-9630,36.627821,127.446127,https://store.naver.com/restaurants/detail?id=34581272,18000,영양전골 염소전골 영양탕 염소탕 영양수육,,,,,,,,,,,
339,일반음식점,토마토도시락충북대점, 청주시 흥덕구 성봉로 303  1층 (복대동),043-233-8649,,,,,,,,,,,,,,,,
340,일반음식점,안동궁중찜닭.교동두마리치킨, 청주시 흥덕구 성봉로237번길 26 (복대동 (1층)),043-233-9920,,,,,,,,,,,,,,,,
341,일반음식점,시장짬뽕, 청주시 흥덕구 복대로146번길 5-6 (복대동 (1층)),043-234-0199,36.629756,127.441405,https://store.naver.com/restaurants/detail?entry=plt&id=1952902713&query=%EC%8B%9C%EC%9E%A5%EC%A7%AC%EB%BD%95,6000,짬뽕 짜장면 짬뽕밥 짜장밥 군만두,,,,,,,,,,,
342,일반음식점,신사동떡볶이, 청주시 흥덕구 풍산로109번길 15  1층 103호 (복대동),043-234-1218,36.629888,127.441957,https://store.naver.com/restaurants/detail?id=1740222474,14000,신사동떡볶이 튀김 오뎅 주먹밥,,,,,,,,,,,
343,일반음식점,깜돈 개신점, 청주시 흥덕구 복대로 102  세원아파트 상가동 1층 112호 (복대동),043-234-1777,36.625926,127.442674,https://store.naver.com/restaurants/detail?id=1583580040,13000,삼겹살,,,,,,,,,,,
344,일반음식점,인구네, 청주시 흥덕구 신율로 181 (복대동 (1층)),043-234-1235,36.633598,127.447253,https://store.naver.com/restaurants/detail?id=21303479,15000,김치짜글이 닭도리탕 동태찌개 꽃게탕 알탕 동태찌개,,,,,,,,,,,
345,일반음식점,조가네 아구찜, 청주시 흥덕구 복대로118번길 23  1층 (복대동),043-234-2529,36.627431,127.442407,https://store.naver.com/restaurants/detail?id=56504406,25000,아구찜,,,,,,,,,,,
346,일반음식점,마녀 돈&파스타(가경복대점), 청주시 흥덕구 복대로162번길 7 (복대동),043-234-4446,36.631095,127.441411,https://store.naver.com/restaurants/detail?id=1253802216,7500,수제왕돈까스 치즈돈까스 타코야키돈까스 수제스파게티 치킨도시락,,,,,,,,,,,
347,일반음식점,태영생막창.아찌닭발, 청주시 흥덕구 신율로 109 (복대동  (1층)),043-234-5634,36.627324,127.446012,https://store.naver.com/restaurants/detail?id=38720221,11000,막창 삼겹살 목살 닭발 두부김치 냉면,,,,,,,,,,,
348,일반음식점,두진불고기, 청주시 흥덕구 복대로219번길 59-1 (복대동 외 1필지(1층)),043-234-6595,,,,,,,,,,,,,,,,
349,일반음식점,빨간오뎅, 청주시 흥덕구 복대로 166 (복대동 (1층)),043-234-8044,36.631262,127.441043,https://store.naver.com/restaurants/detail?entry=pll&id=1964972920&query=%EB%B9%A8%EA%B0%84%EC%98%A4%EB%8E%85,2500,떡볶이 떡꼬치 닭꼬치 오뎅 튀김,,,,,,,,,,,
350,일반음식점,청룡식당, 청주시 흥덕구 복대로190번길 21  1층 (복대동),043-234-8570,,,,,,,,,,,,,,,,
351,일반음식점,멕시칸양념통닭 , 청주시 흥덕구 복대로 207 (복대동 대호상가 8호),043-235-0714,36.634949,127.44047,https://store.naver.com/restaurants/detail?id=1882994743,16000,치킨,,,,,,,,,,,
352,일반음식점,일미분식, 청주시 흥덕구 가경로189번길 52 (가경동  벽산아파트 상가동 109호),043-235-1101,,,,,,,,,,,,,,,,
353,일반음식점,좋은날, 청주시 흥덕구 풍산로 134 (복대동),043-235-2828,36.628912,127.444715,https://store.naver.com/restaurants/detail?id=1615944259,8000,해물칼국수 아구찜 해물찜 게국지 해물파전,,,,,,,,,,,
354,일반음식점,곤지암할매소머리국밥, 청주시 흥덕구 풍산로 114 (복대동  (1층)),043-235-3492,,,,,,,,,,,,,,,,
355,일반음식점,대구반야월막창, 청주시 흥덕구 가경로 123  1층 (가경동),043-235-3617,36.6259128,127.4355659,https://store.naver.com/restaurants/detail?id=1342778499,11000,돼지생막창 소막창 황제소갈비살 석쇠불고기 뼈없는닭발,,,,,,,,,,,
356,일반음식점,실비아, 청주시 흥덕구 풍산로 106 (복대동),043-235-4311,,,,,,,,,,,,,,,,
357,일반음식점,작은백로, 청주시 흥덕구 복대로200번길 10-1  1층 (복대동),043-235-4567,36.6342441,127.4393731,https://store.naver.com/restaurants/detail?id=32194451,10000,돼지고기양념구이 볶음밥,,,,,,,,,,,
358,일반음식점,찌개마을, 청주시 흥덕구 복대로158번길 6-3 (복대동),043-235-5262,,,,,,,,,,,,,,,,
359,일반음식점,장수식당, 청주시 흥덕구 풍산로 141  1층 (복대동),043-235-6603,36.6356015,127.4387842,https://store.naver.com/restaurants/detail?id=37474141,7000,장수생선구이백반 모듬생선구이 제육볶음,,,,,,,,,,,
360,일반음식점,불향낙지볶음전문점, 청주시 흥덕구 풍산로118번길 13-1 (복대동 (1층)),043-235-7093,36.6287076,127.4407895,https://store.naver.com/restaurants/detail?id=952284861,21000,낙지볶음 쭈꾸미볶음,,,,,,,,,,,
